Search No,Source Folder,Source code,Summary of what was found,Detailed description of what was found,Source name,URLs extracted
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-003,"Nissha’s Pulp-Injection route is a higher-precision formed-pulp technology for premium applications. It enables intricate geometry, thin walls, undercuts, thickness deviation, high precision, and premium surface quality, and is suited to cosmetic trays needing functionality, rigidity, and premium finish.","Material/technology route covered: injection-molded paper/pulp, or Pulp-Injection. Packaging relevance: cosmetics packaging trays are explicitly named; relevant where a cosmetic insert or tray needs tighter tolerances than conventional molded pulp. Weight/material/plastic-reduction relevance: thin walls and higher geometric precision can support material-efficient fiber inserts versus thicker molded pulp or plastic trays. Premium versus mass-market fit: primarily premium/luxe trays, gift-set fitments, and precise retention parts rather than low-cost mass e-commerce dunnage. Direct-contact limitation notes: mainly pulp and starch and recyclable/biodegradable, but no moisture/barrier evidence for oily or wet cosmetic direct contact. Use in screening: keep as secondary/tertiary non-contact premium tray route unless contact suitability is separately proven.","Pulp-Injection – Biodegradable, Recyclable Injection Molded Paper / Pulp — Nissha ecosense molding — https://connect.nissha.com/ecosense/molding/en/pi-biodegradable/",https://connect.nissha.com/ecosense/molding/en/pi-biodegradable/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-004,"PulPac argues Dry Molded Fiber is relevant to beauty because it can support premium finishes, textures, embossing, and debossing while offering high-speed, low-cost production with close to zero material waste. It explicitly mentions inserts, gift boxing, refill systems, and lightweighting-related uses for beauty packaging.","Material/technology route covered: Dry Molded Fiber for beauty packaging. Packaging relevance: inserts, gift boxing, refill systems, and high-end consumer packaging. Weight/material/plastic-reduction relevance: plastic-replacement route for paper-based solutions with close to zero material waste. Premium versus mass-market fit: useful for premium/luxe because premium finishes and textures are discussed; also commercially relevant for scale because high-speed and low-cost production are emphasized. Barrier and direct-contact caution: replacing plastic in beauty is difficult because product chemistries require different functional barriers and aesthetics/scalability are demanding. Use in screening: prioritize non-contact inserts and protective/presentation parts unless barrier needs are specifically solved.",Sustainability doesn’t have to compromise beauty — PulPac — https://www.pulpac.com/story/sustainability-should-be-beautiful/,https://www.pulpac.com/story/sustainability-should-be-beautiful/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-005,"PulPac’s product platform provides scalability evidence for Dry Molded Fiber: large-volume, cost-efficient packaging, example output/cycle-time data, 99% material usage, and the ability to integrate labels, undercuts, hinges, and patterns without additional production steps.","Material/technology route covered: scalable Dry Molded Fiber production. Packaging relevance: trays are listed as standard applications, with bespoke premium products and large-volume standardized applications both discussed. Weight/material/plastic-reduction evidence: 99% material usage and up to 80% CO2-emission reduction depending on the current solution; supports molded fiber as a credible candidate where plastic trays or inserts are used. Premium versus mass-market fit: covers both bespoke premium and validated large-volume runs. Limitation/caution: PulPac notes there are limits to what products the technology can currently be used for. Use in screening: assess component by component rather than assuming universal applicability across all cosmetic packs.",Products in Dry Molded Fiber — PulPac — https://www.pulpac.com/products/,https://www.pulpac.com/products/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-006,"PulPac’s coffee-lid barrier article shows why direct-contact molded fiber needs caution. Water- and oil-sensitive applications need a barrier, and the example uses a thin barrier sheet laminated into fiber during forming; traditional plastic films can be hard to recycle, creating a trade-off between performance and fiber-stream compatibility.","Material/technology route covered: dry molded fiber with water/oil barrier layer. Packaging relevance: foodservice example, but directly transferable to cosmetics where oils, waxes, balms, serums, or wet products could contact fiber. Weight/material/plastic-reduction relevance: supports molded fiber as a plastic-replacement route while showing barrier additions can add material and affect recyclability. Premium versus mass-market fit: mainly a technical screen for both segments. Direct-contact and barrier limitation notes: water/oil resistance requires a barrier substrate, so barrier-treated fiber should be conditional rather than default. Use in screening: molded fiber is easier for non-contact inserts/tertiary protection than wet or oily direct-contact cosmetic parts.",Fiber-based alternative to plastic coffee lids — PulPac — https://www.pulpac.com/news/pulpac-and-hsmg-presents-fiber-based-alternative-that-makes-plastic-coffee-lids-obsolete/,https://www.pulpac.com/news/pulpac-and-hsmg-presents-fiber-based-alternative-that-makes-plastic-coffee-lids-obsolete/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-007,"James Cropper’s COLOURFORM shows thermoformed molded fiber positioned as a plastic-free, mono-material luxury-packaging platform rather than rough transport material. It is described as bespoke, high-quality molded-fiber packaging for luxury applications.","Material/technology route covered: thermoformed molded fiber for luxury packaging. Packaging relevance: cosmetic wraps, inserts, tops, bases, and outer packaging where packaging must communicate brand value. Weight/material/plastic-reduction relevance: supports replacing multi-material luxury presentation elements with mono-material molded fiber. Premium versus mass-market fit: clearly premium/luxe, useful for prestige fragrance, skincare, and gift packaging. Limitation/caution: bespoke and luxury-led; do not assume it is the lowest-cost route for mass-market SKUs. Use in screening: keep as premium molded-fiber route where presentation quality matters.",Colourform — James Cropper Paper & Packaging — https://paperandpackaging.jamescropper.com/paper-types/colourform/,https://paperandpackaging.jamescropper.com/paper-types/colourform/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-008,"James Cropper’s Lancôme case provides direct beauty evidence: a luxury fragrance wrap made from mono-material molded pulp and stated to be recyclable with paper. It proves molded fiber can be applied in prestige beauty packaging, not only transport packs.","Material/technology route covered: mono-material molded-fiber fragrance wrap. Packaging relevance: premium fragrance, perfume presentation, and secondary packaging. Weight/material/plastic-reduction relevance: supports replacing conventional premium presentation materials with fiber while keeping a sculpted package form. Premium versus mass-market fit: premium/luxe benchmark for fragrance and gifting; shows molded fiber can move beyond hidden inserts into visible brand-facing packaging. Limitation/caution: demonstrates aesthetic feasibility but not protective-test or cost data. Use in screening: proof of aesthetic viability for premium molded fiber, with additional protection and commercial validation still needed.","The Lancôme La Vie Est Belle, Domaine de la Rose Story — James Cropper Paper & Packaging — https://paperandpackaging.jamescropper.com/journal/lancome/",https://paperandpackaging.jamescropper.com/journal/lancome/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-009,"PulpWorks shows molded fiber is commercially viable across personal care and can be produced as custom trays, inserts, and clamshell replacements using dry-press and thermoforming, multiple raw materials, and order quantities from 25,000 to hundreds of millions. It distinguishes bagasse as food-contact safe and smooth-looking, while PCR paper is lower cost but best for secondary packaging.","Material/technology route covered: molded-fiber trays, inserts, clamshell replacements; dry-pressing and thermoforming; bagasse, bamboo, cotton/textile fiber, and PCR paper. Packaging relevance: personal care is named, supporting cosmetic trays, inserts, and protective components. Weight/material/plastic-reduction relevance: business case is replacing traditional plastic packaging with fiber components at commercial scale. Premium versus mass-market fit: bagasse supports premium because it offers smooth, sleek appearance; PCR paper supports mass-market secondary/tertiary applications because it is lower cost. Direct-contact limitation notes: PCR paper is not food-contact safe, a proxy warning against direct-contact cosmetic applications unless separately proven. Use in screening: strongest for non-contact inserts and protective parts.",Packaging Solutions — PulpWorks — https://pulpworksinc.com/services/,https://pulpworksinc.com/services/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-010,"UFP Technologies bridges traditional molded pulp and higher-aesthetic beauty packaging. Its health-and-beauty source says after-pressed trays, clamshells, and inserts made from 100% recycled molded pulp can achieve smoother surfaces, closer tolerances, color, and embossed logos, but color beyond base gray generally makes sense only for very high volumes.","Material/technology route covered: after-pressed molded pulp for retail and health & beauty. Packaging relevance: trays, clamshells, and inserts for cosmetics/health and beauty. Weight/material/plastic-reduction relevance: substitute for plastic and foam interior packaging. Premium versus mass-market fit: smoother two-sided finish and closer tolerances support premium or shelf-visible secondary packaging; color economics favor very high-volume projects. Surface/color limitation notes: aesthetic improvement is possible, but cost and scale constraints apply for colored/decorated fiber parts. Use in screening: suitable for better-looking molded-fiber inserts, with color/decor constraints validated early.",Molded Fiber’s Green Packaging: Sustainability Merges with Packaging for the Retail and Health & Beauty Markets — UFP Technologies — https://ufpt.com/news/molded-fibers-green-packaging-sustainability-merges-with-packaging-for-the-retail-and-health-beauty-markets/,https://ufpt.com/news/molded-fibers-green-packaging-sustainability-merges-with-packaging-for-the-retail-and-health-beauty-markets/
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-011,"Smurfit Westrock places molded fiber among premium protective-insert options alongside corrugate and contrasts it with historic foam and plastic trays. It also emphasizes ship testing, drop tests, and real-world transit validation when switching internal protective structures.","Material/technology route covered: molded fiber and corrugate as replacements for foam/plastic interior protective packaging in luxury packs. Packaging relevance: premium/luxe cosmetics, gift sets, and fragile secondary packs. Weight/material/plastic-reduction relevance: supports replacing plastic or foam internal trays with molded fiber or corrugated paper structures. Premium versus mass-market fit: especially useful for prestige fragrance, skincare, and gift packaging; testing logic applies to mass-market e-commerce too. Protection/testing limitation notes: substitutions required a learning curve and extensive ship testing to confirm packaging did not break down or allow product movement. Use in screening: validate transit protection rather than relying on sustainability intent alone.",Ways to Make Your Luxury Packaging More Sustainable — Smurfit Westrock — https://www.smurfitwestrock.com/blog/ways-to-make-your-luxury-packaging-more-sustainable,https://www.smurfitwestrock.com/blog/ways-to-make-your-luxury-packaging-more-sustainable
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-012,"DS Smith’s case study gives a protective-packaging benchmark: a 100% recyclable fiber-based insert replaced EPS inserts without compromising product protection and safety in transit. Though from appliances, it is relevant to replacing EPS/EPE or plastic protection in cosmetic e-commerce and gift packaging.","Material/technology route covered: recyclable fiber-based inserts replacing EPS. Packaging relevance: tertiary/e-commerce and fragile-product protection; analogue for cosmetic gift sets, glass-bottle kits, refill systems, or bundled products. Weight/material/plastic-reduction relevance: switch would remove up to 340,000 EPS units annually. Premium versus mass-market fit: strongest for mass-market or transport-led packaging, where recyclability and maintained protection are central. Limitation/caution: no package-weight reduction figure, so use as evidence of protective substitution, not proof every fiber insert is lighter than every foam insert. Use in screening: include fiber inserts as EPS/EPE replacement candidates with transit validation.",Towards Plastic-Free Packaging for Small Home Appliances — DS Smith — https://www.dssmith.com/media/our-stories/2026/6/towards-plastic-free-packaging-for-small-home-appliances,https://www.dssmith.com/media/our-stories/2026/6/towards-plastic-free-packaging-for-small-home-appliances
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-013,"Sonoco’s design-and-testing page lists the testing framework molded-fiber protective packaging must pass in real supply chains: vibration, drop/impact, thermal and climatic conditioning, high altitude, compression, shock, and fragility. It also confirms certifications tied to ISTA and Amazon e-commerce shipment methods.","Material/technology route covered: protective packaging testing and validation. Packaging relevance: secondary and tertiary cosmetic packaging, especially e-commerce and direct-to-home shipments. Weight/material/plastic-reduction relevance: lighter fiber-based protective solutions must still maintain performance across the supply chain. Premium versus mass-market fit: universal; especially important for fragile premium glass and high-volume mass-market e-commerce where damage costs scale. Limitation/caution: testing-capability source rather than molded-fiber performance data. Use in screening: define the qualification gate for molded fiber and protective substitutes.",Packaging Design & Testing — Sonoco Products Company — https://www.sonoco.com/na/products/services/packaging-design-testing,https://www.sonoco.com/na/products/services/packaging-design-testing
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-014,"ISTA Procedure 3A is the core general simulation test for individual packaged products shipped through parcel delivery systems. For cosmetic molded-fiber inserts and e-commerce protective packs, it supports requiring parcel-simulation testing rather than relying only on material claims.","Material/technology route covered: transport test procedure. Packaging relevance: cosmetic direct-to-consumer shipments, subscription boxes, mailers, gift sets, refill kits, and fragile skincare/perfume packs. Weight/material/plastic-reduction relevance: protective-packaging substitutions should be validated under parcel-delivery simulations before being endorsed as weight-reduction routes. Premium versus mass-market fit: both; premium has higher replacement cost and mass-market has higher shipment volume. Limitation/caution: ISTA 3A is a general simulation test, so retailer- or product-specific protocols may still be needed. Use in screening: make ISTA-style testing a hard gate for protective-packaging recommendations.",ISTA 3A Overview of Procedure 3A — International Safe Transit Association — https://ista.org/docs/3Aoverview.pdf,https://ista.org/docs/3Aoverview.pdf
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-015,"Sealed Air’s heavy-duty air-pillow page is not a molded-fiber source, but it benchmarks molded fiber against e-commerce void-fill alternatives. It claims air pillows use 60% less packaging material than fiber-based products in Sealed Air lab tests, are 1% material and 99% air, and are used for blocking/bracing and void fill.","Material/technology route covered: inflatable air pillows as a non-fiber protective-packaging alternative. Packaging relevance: tertiary/e-commerce void fill, blocking, and bracing around cosmetic items. Weight/material/plastic-reduction relevance: direct material-efficiency comparison showing molded fiber should not automatically be assumed the lightest tertiary-protection option. Premium versus mass-market fit: strongest for high-volume mass-market e-commerce operations. Limitation/caution: performance claims are supplier lab claims and product remains plastic film-based. Use in screening: use as comparison benchmark, not proof that molded fiber is inferior across all protection tasks.",Our Strongest High-Recycled Content Inflatable Air Pillows — Sealed Air — https://www.sealedair.com/uk/products/protective-packaging/inflatable-pillow/heavy-duty-air-pillows,https://www.sealedair.com/uk/products/protective-packaging/inflatable-pillow/heavy-duty-air-pillows
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-016,"A BioResources review is a strong neutral technical source for molded-pulp screening. It classifies major molded-fiber types; explains that transfer-molded and thermoformed products offer thinner walls, better dimensional accuracy, and smoother surfaces; notes molded pulp use for electronics, wine bottles, and specialty items; and cites evidence that molded pulp can outperform EPS in some cushion-curve comparisons.","Material/technology route covered: thick-wall, transfer-molded, thermoformed/thin-wall, and further-processed molded pulp. Packaging relevance: trays, inserts, and specialty-item protective packaging; relevant for fragrance bottles, droppers, jars, and kits needing shaped retention. Weight/material/plastic-reduction relevance: supports molded pulp as a petroleum-based packaging substitute and notes thermoformed molded pulp can substitute for thermoformed plastics. Premium versus mass-market fit: transfer-molded and thermoformed molded pulp are most relevant to premium beauty due to smoother surfaces and dimensional accuracy; thick-wall molded pulp is more suited to transport-led mass applications. Moisture limitation notes: compression strength falls as moisture content rises. Use in screening: choose molded-fiber type according to appearance, tolerance, and humidity needs.",Molded Pulp Products for Sustainable Packaging: Production Rate Challenges and Product Opportunities — BioResources / North Carolina State University — https://bioresources.cnr.ncsu.edu/wp-content/uploads/2022/04/BioRes_17_2_3810_Review_-Debnath_SPH_Molded_Pulp_Sustainable_Packaging_19959.pdf,https://bioresources.cnr.ncsu.edu/wp-content/uploads/2022/04/BioRes_17_2_3810_Review_-Debnath_SPH_Molded_Pulp_Sustainable_Packaging_19959.pdf
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-017,"A DTU review provides key cautionary evidence that molded pulp is hygroscopic and can lose structural performance at high humidity. Mechanical performance changes with humidity, large strength losses can occur at high humidity, and condensation/humidity cycling can accelerate creep and jeopardize structural integrity and storage life.","Material/technology route covered: molded-pulp manufacturing and performance fundamentals. Packaging relevance: climate-sensitive distribution, humid warehouses, export logistics, and cosmetic packs carrying fragile glass components or requiring sustained stacking strength. Weight/material/plastic-reduction relevance: does not argue against molded fiber, but shows lightweighting should not reduce fiber designs so far that humidity-related performance losses become critical. Premium versus mass-market fit: both; premium glass-heavy sets are vulnerable to breakage, while mass-market e-commerce is vulnerable to cumulative damage and returns. Humidity limitation notes: application and environment-specific behavior requires conditioned testing. Use in screening: require humidity/climatic conditioning for fiber protective-packaging evaluation.",Moulded Pulp Manufacturing: Overview and Prospects for the Process Technology — Technical University of Denmark — https://backend.orbit.dtu.dk/ws/files/130393242/Moulded_Pulp_Manufacturing_Overview_and_Prospects_for_the_Process_Technology.pdf,https://backend.orbit.dtu.dk/ws/files/130393242/Moulded_Pulp_Manufacturing_Overview_and_Prospects_for_the_Process_Technology.pdf
16,16_Molded_Pulp_Fiber_Inserts_Protective_Packaging,S16-018,"Wang et al. provide quantitative evidence that molded-pulp cushioning is strain-rate sensitive under impact: at an 80 cm drop height, yield stress increased 59.4% and optimum energy absorption increased 85.4% versus static compression. This means molded-fiber protection cannot be judged only from static hand-feel or compression measurements.","Material/technology route covered: cushioning behavior of molded-pulp products under impact. Packaging relevance: protective trays and inserts for fragile cosmetics, especially glass bottles, droppers, and gift sets exposed to parcel drops. Weight/material/plastic-reduction relevance: supports using impact-energy and drop-response data when screening lighter molded-fiber designs against plastic or foam alternatives. Premium versus mass-market fit: especially relevant for high-value premium products and high-volume mass-market e-commerce. Limitation/caution: performance behavior source rather than market-ready design rules. Use in screening: guide test-plan rigor and require dynamic/drop evaluation, not static compression alone.",Effect of strain rate on cushioning properties of molded pulp products — ScienceDirect / Journal of Materials Processing Technology — https://www.sciencedirect.com/science/article/abs/pii/S0261306914000387,https://www.sciencedirect.com/science/article/abs/pii/S0261306914000387
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-001,"Mondi’s FunctionalBarrier Paper range includes medium-, high-, and very-high-barrier paper solutions. Mondi positions the medium-barrier grade for personal care and e-commerce uses and describes the range as reducing plastic and remaining recyclable in paper streams in Europe.","Material/technology route covered: paper-based barrier papers with tailored barrier levels. Packaging relevance: flexible wraps, pouches, and secondary/protective paper formats; the medium-barrier grade is explicitly relevant to personal care and e-commerce packaging. Reduction evidence: reduces plastic use and can substitute plastic laminates and multi-material aluminium-based packs. Cosmetic relevance: supports mass-market personal care refills, overwraps, and sachet-like structures where medium moisture barrier and sealability are sufficient; high-barrier and very-high-barrier grades are more suitable for formulas or sample/refill formats needing added oxygen/moisture protection. Fit: mass-market strongest for medium-barrier refills and secondary packs; premium/luxe possible for curated paper-led refill concepts. Limitations/caution: barrier level must be matched to product sensitivity; very-high-barrier routes are technically more complex and should be screened separately from low-/medium-barrier secondary packaging.",Mondi expands range of FunctionalBarrier Papers with high barrier packaging solution — Mondi Group — https://www.mondigroup.com/news-and-insight/2023/mondi-expands-range-of-functionalbarrier-papers-with-high-barrier-packaging-solution/,https://www.mondigroup.com/news-and-insight/2023/mondi-expands-range-of-functionalbarrier-papers-with-high-barrier-packaging-solution/
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-002,"UPM and Royal Vaassen describe a fibre-based, recyclable alternative to plastic and aluminium laminates that provides barrier protection against moisture, oxygen, and light and is compatible with several packaging formats, including canisters.","Material/technology route covered: fibre-based high-barrier paper replacing plastic/aluminium laminate structures. Packaging relevance: flexible packs and canister liners/inner wraps; compatible with various packaging formats, so transferable to sachets, refill packs, and dry-product liners. Reduction evidence: explicitly framed as an alternative to plastic and aluminium laminates. Cosmetic relevance: mainly relevant for dry, powdered, or low-water-activity beauty/personal-care items, sample packs, dry masks, bath additives, and secondary barrier wraps; less directly proven for oily creams or alcohol-rich liquids. Fit: strongest for mass-market dry formats and refill components; premium/luxe possible where paper appearance is desired. Limitations/caution: published use cases are demanding dry goods, not cosmetic emulsions or fragranced liquids, so wet/oily direct contact requires separate compatibility and seal validation.","UPM x Royal Vaassen: a fibre-based, recyclable alternative to plastic and aluminum laminates — UPM Specialty Materials — https://www.upmspecialtymaterials.com/articles/specialty-papers/25/upm-specialty-papers-x-royal-vaassen/",https://www.upmspecialtymaterials.com/articles/specialty-papers/25/upm-specialty-papers-x-royal-vaassen/
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-003,"Amcor’s AmFiber Performance Paper is presented as a high-barrier laminated paper recyclable in most paper recycling streams, prequalified by How2Recycle, and intended to deliver barrier, shelf-life, and machine performance while giving paper-based packaging a natural shelf look.","Material/technology route covered: high-barrier paper-based flexible packaging. Packaging relevance: pouches, sachets, and refill packs where line performance matters. Reduction evidence: paper-based alternative intended for curbside repulpability and better end-of-life than conventional coated papers or less-recyclable flexible formats. Cosmetic relevance: benchmark for beauty sample packs, reserve packs, and refill sachets where machine speed and stable sealing matter; natural look and feel supports premiumized paper-led branding. Fit: good for mass-market and selected premium routes where paper appearance helps brand communication. Limitations/caution: examples are food/healthcare-oriented, so cosmetic transfer still requires formula-specific barrier and compatibility screening; supports commercial practicality, not universal formulation compatibility.",High-Barrier Performance Paper Packaging Launches in North America — Amcor — https://www.amcor.com/media/news/paper-packaging-launch-north-america,https://www.amcor.com/media/news/paper-packaging-launch-north-america
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-004,"Walki Opti Seal is a high-fibre paper structure with optimized PE coating, up to 95% fibre content, suitability for home and personal care refills, and compatibility with VFFS/HFFS, four-side sachets, and overwraps while keeping polymer use to the minimum required for function.","Material/technology route covered: paper/polymer hybrid flexible packaging with downgauged PE coating. Packaging relevance: refill pouches, flow packs, sachets, and overwraps. Reduction evidence: polymer content is minimized, fibre content reaches up to 95%, and the structure can replace paper/film laminates and high-polymer coatings. Cosmetic relevance: directly relevant to home and personal care refills, including shampoo/body wash/soap refill routes or low-to-medium barrier beauty sachets. Fit: strongest for mass-market refills and high-volume personal care; premium/luxe possible where matte paper finish is acceptable. Limitations/caution: hybrid paper/PE structure, not plastic-free paper; barrier is tuned for water vapour and grease, so fragranced, oily, solvent-rich, or alcohol-heavy cosmetics need extra screening. Use as near-term commercial route, not universal high-barrier replacement.",Walki Opti Seal – Recyclable Fibre Packaging with Optimised Polymer Coating — Walki Group — https://www.walki.com/products/walki-opti-seal-recyclable-fibre-packaging/,https://www.walki.com/products/walki-opti-seal-recyclable-fibre-packaging/
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-005,"Walki Fibre Pro uses sealable varnish only at the seams, keeps fibre content above 95%, and is positioned for secondary packaging, home and personal care items, and VFFS/HFFS pouches or four-side sachets, with strong runnability and recyclability benefits.","Material/technology route covered: seal-frame paper with localized seal coating rather than full-surface polymer coverage. Packaging relevance: secondary wraps, overwraps, low-barrier sachets, and bundled home/personal-care packs. Reduction evidence: sealing medium is applied only where needed, reducing non-fibre content to the minimum and improving fibre yield during recycling. Cosmetic relevance: relevant for secondary sleeves, display overwraps, refill-kit wraps, and dry or low-barrier beauty sachets; useful as a model for replacing plastic-heavy overwraps. Fit: mass-market clearest due to machinability, recyclability, and material efficiency; premium/luxe possible for matte printed wraps, but not high-gloss protective flexibles. Limitations/caution: application set is low-barrier and mainly secondary/dry/low-barrier; treat as outer-pack or low-risk-contact option, not for wet/oily/fragranced cosmetics.",Walki Fibre Pro – Highly Recyclable Sealable Paper for Flow Packs — Walki Group — https://www.walki.com/products/walki-fibre-pro-frame-sealing/,https://www.walki.com/products/walki-fibre-pro-frame-sealing/
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-006,Huhtamaki’s recyclable laminate tube structures for oral care and cosmetics use polyethylene laminates with EVOH barrier content below 4% of total tube weight and are designed to remain compatible with the HDPE recycling stream while retaining printability and shelf appeal.,"Material/technology route covered: polymer-based recyclable laminate tube barrier design used as a comparator to paper/fiber routes. Packaging relevance: cosmetic and oral-care tubes. Reduction evidence: not a paper substitution claim, but shows barrier-heavy tube performance can sometimes be achieved with low-percentage non-PE barrier material rather than full aluminum barrier laminate. Cosmetic relevance: important comparator for barrier-coated paper tube concepts because it sets a commercial benchmark for barrier, printability, and recyclability in cosmetics. Fit: mass-market and premium both viable. Limitations/caution: not a paper/fiber solution; use as a benchmark and control showing some barrier needs may be better met by optimized recyclable laminate than by paper-rich tubes.",Independent authority RecyClass certifies Huhtamaki blueloop laminate Tubes — Huhtamaki — https://www.huhtamaki.com/en/media/media/press-release/2021/independent-authority-recyclass-certifies-huhtamaki-blueloop-laminate-tubes/,https://www.huhtamaki.com/en/media/media/press-release/2021/independent-authority-recyclass-certifies-huhtamaki-blueloop-laminate-tubes/
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-007,"L’Oréal and Albéa announced a cosmetic tube integrating certified paper-based material to gradually replace the majority of plastic in cosmetic tubes, with intended use for face and body care products.","Material/technology route covered: paper-based cosmetic tube. Packaging relevance: direct-contact cosmetic tubes for creams and body/face care. Reduction evidence: replaces the majority of plastic usually used in tubes with certified paper-based material. Cosmetic relevance: clear beauty-specific proof that paper-rich tube routes are being pursued in mainstream cosmetics. Fit: stronger for premium/luxe skincare and conscious-beauty storytelling, but transferable to mass skin/body care if cost and line performance work. Limitations/caution: strategic/launch-oriented and does not publish barrier metrics, seal performance, or recyclability outcomes; supports feasibility and market direction, not standalone approval for wet, fragranced, or aggressive formulas.",L’Oréal and Albéa launch the first cosmetic tube integrating certified paper-based material — L’Oréal — https://www.loreal.com/en/news/commitments/loreal-and-albea-launch-the-first-paper-based-cosmetic-tube/,https://www.loreal.com/en/news/commitments/loreal-and-albea-launch-the-first-paper-based-cosmetic-tube/
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-008,"Stora Enso’s cosmetics paperboard tube uses barrier-coated, grease-resistant paperboard for skin cream packaging and reportedly reduces plastic use by 70% versus a plastic tube, with converting tests run on Aisa tube machinery.","Material/technology route covered: barrier-coated paperboard tube for direct cosmetic use. Packaging relevance: skin-cream tubes and potentially other semi-solid personal-care products. Reduction evidence: 70% plastic-use reduction versus a plastic tube. Cosmetic relevance: major beauty-specific proof point for paperboard tubes, especially where product is cream-based and a premium renewable look is desirable. Fit: premium/luxe and dermocosmetic routes plausible due to innovation and sustainability positioning; mass-market transfer depends on conversion economics and closure/shoulder material simplification. Limitations/caution: barrier is grease-resistant and suitable for skin cream, but not broadly validated for sunscreen actives, alcohol-containing gels, or highly fragranced/oily formulas. Caps and shoulders remain separate materials, constraining total-pack circularity.",Stora Enso introduces a renewable paperboard tube for cosmetics packaging to replace plastic — Stora Enso — https://www.storaenso.com/en/newsroom/news/2019/10/stora-enso-introduces-a-paperboard-tube-for-cosmetics,https://www.storaenso.com/en/newsroom/news/2019/10/stora-enso-introduces-a-paperboard-tube-for-cosmetics
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-009,"Stora Enso’s Aqua barrier boards use dispersion technology to create liquid- and grease-resistant paperboard instead of traditional plastic layers and offer higher fibre recovery in recycling, with technical recyclability comparable to folding boxboard and clay-coated graphical boards.","Material/technology route covered: water-based dispersion-coated paperboard for barrier cartons/boards. Packaging relevance: cartons, sleeves, trays, and secondary packs needing moisture or grease resistance. Reduction evidence: framed as replacing traditional plastic layers. Cosmetic relevance: strong for secondary packaging in beauty where plastic-laminated cartons, coated sleeves, or grease-resistant presentation boards are currently used. Fit: mass-market clearest because of recyclability and substitution of plastic layers; premium/luxe possible if print and tactile targets are met. Limitations/caution: board-focused rather than liquid cosmetic primary packaging; use should skew toward secondary packs, inserts, sleeves, and non-direct-contact structures unless compatibility data exist.",New barrier solutions to replace plastic in packaging — Stora Enso — https://www.storaenso.com/en/products/paperboard-materials/barrier-boards/new-barrier-solutions,https://www.storaenso.com/en/products/paperboard-materials/barrier-boards/new-barrier-solutions
17,17_Barrier_Coated_Paper_Fiber_Materials,S17-010,"Metsä Board’s Prime FBB EB is a lightweight dispersion-barrier paperboard with medium grease and moisture barrier, described as recyclable and compostable with excellent printability, making it a candidate for coated cartons rather than heavy multi-material boards.","Material/technology route covered: lightweight dispersion-coated folding boxboard. Packaging relevance: cartons, sleeves, trays, and secondary packs. Reduction evidence: lightweight board helps reduce plastic through a dispersion barrier rather than PE extrusion or heavier plastic-rich structures. Cosmetic relevance: relevant to beauty cartons, sample cartons, insert cards, and premium-but-lightweight secondary packaging. Fit: strong for mass-market cartons and premium/luxe paperboard where bright print surfaces matter more than deep luxury haptics. Limitations/caution: barrier level is medium against grease/moisture, so better for secondary packaging or low-risk-contact applications than aggressive direct-contact formulas.",Barrier boards — Metsä Board / Metsä Group — https://www.metsagroup.com/metsaboard/products-and-services/products/barrier-boards/,https://www.metsagroup.com/metsaboard/products-and-services/products/barrier-boards/
